alpha,poly,rscore
14.000000,10,0.946304239488
15.000000,2,0.085621702698
15.000000,3,0.100586195307
15.000000,4,0.0783744562367
15.000000,5,0.642444296603
15.000000,6,0.690171803924
15.000000,7,0.969223881588
15.000000,8,0.962809148113
15.000000,9,0.956479114091
15.000000,10,0.944915581193
16.000000,2,0.0850104843793
16.000000,3,0.0993335723309
16.000000,4,0.0779348774407
16.000000,5,0.632445799976
16.000000,6,0.685768577219
16.000000,7,0.968842383602
16.000000,8,0.962975060804
16.000000,9,0.956017306341
16.000000,10,0.943625856055
17.000000,2,0.0844558380861
17.000000,3,0.0982083878375
17.000000,4,0.0775762356993
17.000000,5,0.62294450483
17.000000,6,0.681706001375
17.000000,7,0.968444993851
17.000000,8,0.963080754785
17.000000,9,0.955530834811
17.000000,10,0.942338055058
18.000000,2,0.0839508816835
18.000000,3,0.0971924849901
18.000000,4,0.0772825087478
18.000000,5,0.613910296477
18.000000,6,0.677946760636
18.000000,7,0.968031507796
18.000000,8,0.963129955508
18.000000,9,0.955025575268
18.000000,10,0.941041666344
19.000000,2,0.0834897779229
19.000000,3,0.0962709798298
19.000000,4,0.0770411818674
19.000000,5,0.605314364821
19.000000,6,0.674458687886
19.000000,7,0.967601807842
19.000000,8,0.963125820852
19.000000,9,0.954503634989
19.000000,10,0.939971697631
20.000000,2,0.0830675483459
20.000000,3,0.095431557436
20.000000,4,0.0768423912798
20.000000,5,0.597129411334
20.000000,6,0.671213928346
20.000000,7,0.967155855729
20.000000,8,0.963072022406
20.000000,9,0.953966224335
20.000000,10,0.938887818089
21.000000,2,0.0826799243108
21.000000,3,0.094663941939
21.000000,4,0.076678299637
21.000000,5,0.589329742387
21.000000,6,0.668188253069
21.000000,7,0.96669369824
21.000000,8,0.962971708025
21.000000,9,0.953424336724
21.000000,10,0.93782662886
22.000000,2,0.0823232271636
22.000000,3,0.0939594923356
22.000000,4,0.0765426345268
22.000000,5,0.581891288321
22.000000,6,0.665360497624
22.000000,7,0.966215424021
22.000000,8,0.962827988936
22.000000,9,0.952871390201
22.000000,10,0.936840368654
23.000000,2,0.0819942713503
23.000000,3,0.0933108906407
23.000000,4,0.0764303432686
23.000000,5,0.574791574748
23.000000,6,0.662712101027
23.000000,7,0.965721204954
23.000000,8,0.962643823686
23.000000,9,0.95232068079
23.000000,10,0.935973238659
24.000000,2,0.0816902856507
24.000000,3,0.092711898696
24.000000,4,0.0763373318214
24.000000,5,0.568009664206
