alpha,poly,rscore
0.120000,5,0.659846537209 0.610349070985
0.120000,6,0.805586063612 0.751937957356
0.120000,7,0.805231501274 0.747748806944
0.120000,8,0.782687099648 0.728181598878
0.120000,9,0.786660910063 0.737029500055
0.120000,10,0.816694818332 0.774986846246
0.130000,2,0.185064519081 0.105085476092
0.130000,3,0.291629496742 0.196794175529
0.130000,4,0.277401469109 0.156113981353
0.130000,5,0.66050300139 0.611263211992
0.130000,6,0.799817156258 0.748565375946
0.130000,7,0.799697259006 0.744772869331
0.130000,8,0.777135075209 0.725165880451
0.130000,9,0.780769657908 0.733548691948
0.130000,10,0.81055255461 0.77106128274
0.140000,2,0.18492809588 0.104789556962
0.140000,3,0.290517362675 0.19550521002
0.140000,4,0.277160425063 0.155989593612
0.140000,5,0.661072628749 0.612057659118
0.140000,6,0.793972950836 0.745156865123
0.140000,7,0.79403331879 0.741715816193
0.140000,8,0.771505531485 0.722106964806
0.140000,9,0.775006000639 0.7302122208
0.140000,10,0.804468348516 0.767226976129
0.150000,2,0.184782056679 0.104489871378
0.150000,3,0.289332256967 0.194166355567
0.150000,4,0.276902071939 0.155853089726
0.150000,5,0.661565048762 0.612745178171
0.150000,6,0.788072403877 0.74172444985
0.150000,7,0.788255650821 0.738587161046
0.150000,8,0.765814501343 0.719015336913
0.150000,9,0.769408897273 0.727050534908
0.150000,10,0.798464381735 0.763499823203
0.160000,2,0.184626595059 0.104186676035
0.160000,3,0.28807534048 0.192778416189
0.160000,4,0.276158086111 0.154773501032
0.160000,5,0.661988463612 0.61333671563
0.160000,6,0.782135531001 0.738281033228
0.160000,7,0.782379756475 0.735396220172
0.160000,8,0.760082443351 0.715905467555
0.160000,9,0.764024838698 0.724099692397
0.160000,10,0.792565119839 0.759898236171
0.170000,2,0.184461127548 0.10387876267
0.170000,3,0.286747814699 0.191342238744
0.170000,4,0.273355297921 0.149720563632
0.170000,5,0.66234989049 0.613841697582
0.170000,6,0.776184059753 0.734840881546
0.170000,7,0.776420765156 0.732152147998
0.170000,8,0.754357424386 0.712815340536
0.170000,9,0.758934823488 0.721418627252
0.170000,10,0.786798532967 0.756444236908
0.180000,2,0.184285284194 0.103565505927
0.180000,3,0.285350816814 0.189858614023
0.180000,4,0.270457858835 0.144657165065
0.180000,5,0.662653396041 0.6142655
0.180000,6,0.77024273885 0.731420586891
0.180000,7,0.770394280908 0.728864526832
0.180000,8,0.749204660119 0.710168295669
0.180000,9,0.754405388041 0.719173113322
0.180000,10,0.781198594364 0.75316559858
0.190000,2,0.184100887227 0.103250083401
0.190000,3,0.283885460027 0.18832831529
0.190000,4,0.267471713408 0.139586081
0.190000,5,0.662910208557 0.614623719485
0.190000,6,0.764341495672 0.728040652408
0.190000,7,0.764317833919 0.725544349681
0.190000,8,0.748633346544 0.70986453232
0.190000,9,0.752346389333 0.718269324547
0.190000,10,0.775810351475 0.750099820387
0.200000,2,0.183916550469 0.102946297881
0.200000,3,0.282352900203 0.186752158332
0.200000,4,0.264402494937 0.134509918937
0.200000,5,0.66312267772 0.614919485288
0.200000,6,0.758519426428 0.724728424503
0.200000,7,0.758215153962 0.72220691598
0.200000,8,0.748626300422 0.709771831977
0.200000,9,0.752342107871 0.718159899442
0.200000,10,0.77070596856 0.747304781965
0.210000,2,0.183900185818 0.102823928771
0.210000,3,0.280754194209 0.18513087265
0.210000,4,0.261255542801 0.129431127341
0.210000,5,0.663293579712 0.615156578183
0.210000,6,0.752833437038 0.721524436284
0.210000,7,0.752140654805 0.718888463436
0.210000,8,0.748618663273 0.709678022498
0.210000,9,0.75233708478 0.718049097706
0.210000,10,0.766081436408 0.744913929915
0.220000,2,0.183733179937 0.102545480309
0.220000,3,0.279090441454 0.183465229785
0.220000,4,0.258035923467 0.124352012856
0.220000,5,0.663426647306 0.615340178765
0.220000,6,0.747380466023 0.718498721289
0.220000,7,0.751663666279 0.718495144345
0.220000,8,0.748610434266 0.709583182001
0.220000,9,0.75233131309 0.717937009116
0.220000,10,0.763480097235 0.743714848268
0.230000,2,0.183530062259 0.102226989328
0.230000,3,0.277362736734 0.181755999843
0.230000,4,0.254748446211 0.119274748686
0.230000,5,0.663525026992 0.615474675008
0.230000,6,0.742377099298 0.715809208649
0.230000,7,0.75168306708 0.718433781821
0.230000,8,0.748601608507 0.709487308509
0.230000,9,0.752324789583 0.717823660445
0.230000,10,0.763519786251 0.743631700851
0.240000,2,0.183318526878 0.101905296472
0.240000,3,0.275572041966 0.180003838372
0.240000,4,0.251397682547 0.114201390651
0.240000,5,0.663591577617 0.615564077203
0.240000,6,0.739420853565 0.714358518629
0.240000,7,0.751702323541 0.718372055362
0.240000,8,0.748592185144 0.709390453831
0.240000,9,0.75231750947 0.717709115991
0.240000,10,0.76355889491 0.743547607488
0.250000,2,0.183097775547 0.101579176687
0.250000,3,0.273719475387 0.178209542165
0.250000,4,0.247987983289 0.109133889597
0.250000,5,0.663628918858 0.615612080224
0.250000,6,0.739436867617 0.714278238216
0.250000,7,0.751721429876 0.718309964356
0.250000,8,0.748582160367 0.709292625771
0.250000,9,0.752309471905 0.717593364506
0.250000,10,0.763597385666 0.743462588299
0.260000,2,0.182869627482 0.101251222345
0.260000,3,0.27180598647 0.176373762105
0.260000,4,0.244523492354 0.104074099065
0.260000,5,0.663639481764 0.615622129841
0.260000,6,0.739452666053 0.714197486773
0.260000,7,0.751740361906 0.718247506803
0.260000,8,0.748571531734 0.709193852111
0.260000,9,0.752300674449 0.717476465019
0.260000,10,0.763635288719 0.743376660396
0.270000,2,0.182631129697 0.100917213993
0.270000,3,0.269832610409 0.174497227131
0.270000,4,0.243340165981 0.102403234121
0.270000,5,0.663625545807 0.61559747075
0.270000,6,0.739468226079 0.714116265821
0.270000,7,0.751759092161 0.718184681989
0.270000,8,0.748560298462 0.709094187175
0.270000,9,0.752291112884 0.717358435613
0.270000,10,0.763672539773 0.743289840092
0.280000,2,0.182384691137 0.100580527473
0.280000,3,0.267800324981 0.172580618497
0.280000,4,0.24333410646 0.102452557989
0.280000,5,0.663589229736 0.615541129792
0.280000,6,0.739483522444 0.714034574416
0.280000,7,0.751777633407 0.71812148956
0.280000,8,0.748548454436 0.708993582903
0.280000,9,0.752280783497 0.717239311378
0.280000,10,0.763709150715 0.743202143199
0.290000,2,0.182130476684 0.100241286241
0.290000,3,0.265710066492 0.170624584212
0.290000,4,0.243327826865 0.102501694341
0.290000,5,0.663532819319 0.615456377258
0.290000,6,0.73949853964 0.713952415917
0.290000,7,0.751795972428 0.718057928767
0.290000,8,0.748536001596 0.7088921429
0.290000,9,0.752269687422 0.717119120493
0.290000,10,0.763745085058 0.743113578787
0.300000,2,0.181866237032 0.0998965133204
0.300000,3,0.263562816784 0.168629814127
0.300000,4,0.243321327303 0.102550642419
0.300000,5,0.663458291595 0.615346049312
0.300000,6,0.739513238087 0.713869777905
0.300000,7,0.751814028249 0.717993992441
0.300000,8,0.748522936415 0.708789836521
0.300000,9,0.752257816564 0.716997899894
0.300000,10,0.763780363643 0.743024163104
0.310000,2,0.181594405995 0.0995493602431
0.310000,3,0.261359525198 0.166596972179
0.310000,4,0.243314607736 0.102599402798
0.310000,5,0.66336763697 0.615213002241
0.310000,6,0.739527602731 0.713786661976
0.310000,7,0.751831774916 0.717929675018
0.310000,8,0.748509257423 0.708686701239
0.310000,9,0.752245173063 0.716875654005
0.310000,10,0.763814979826 0.742933907408
0.320000,2,0.181312630915 0.0991968357745
0.320000,3,0.259101064776 0.164526659218
0.320000,4,0.243307668056 0.102647976527
0.320000,5,0.663262744652 0.615059948001
0.320000,6,0.73954161612 0.713703067162
0.320000,7,0.751849231264 0.717864981448
0.320000,8,0.748494960385 0.70858273047
0.320000,9,0.752231753952 0.716752388352
0.320000,10,0.763848860028 0.742842816374
0.330000,2,0.181023367495 0.0988419835706
0.330000,3,0.256788330853 0.162419497691
0.330000,4,0.243300508463 0.102696362123
0.330000,5,0.663145349711 0.614889377828
0.330000,6,0.739555273056 0.713618999096
0.330000,7,0.751866408564 0.717799911791
0.330000,8,0.748480045697 0.708477970681
0.330000,9,0.75221755912 0.716628105912
0.330000,10,0.763882068844 0.742750906123
0.340000,2,0.180725463188 0.098483346371
0.340000,3,0.254422281994 0.160276165926
0.340000,4,0.243293128898 0.102744560252
0.340000,5,0.663016900891 0.614703374642
0.340000,6,0.739568540893 0.713534445848
0.340000,7,0.75188327786 0.717734465367
0.340000,8,0.748464509015 0.708372396549
0.340000,9,0.752202581225 0.716502905691
0.340000,10,0.763914570537 0.742658182442
0.350000,2,0.180418949018 0.0981209508443
0.350000,3,0.252003737701 0.158097225811
0.350000,4,0.243285529452 0.102792570391
0.350000,5,0.662878672874 0.614503771796
0.350000,6,0.739581423313 0.713449417587
0.350000,7,0.751899860334 0.717668642093
0.350000,8,0.748448350592 0.708266044853
0.350000,9,0.752186823601 0.716376733046
0.350000,10,0.76394632181 0.742564650404
0.360000,2,0.180103855614 0.0977548218253
0.360000,3,0.249533610649 0.155883320465
0.360000,4,0.243277709856 0.102840394662
0.360000,5,0.662731338001 0.614291549083
0.360000,6,0.739593902096 0.713363909884
0.360000,7,0.751916130349 0.717602440592
0.360000,8,0.748431570843 0.708158957714
0.360000,9,0.752170282291 0.716249649686
0.360000,10,0.763977379053 0.742470326526
0.370000,2,0.17978021316 0.0973849824783
0.370000,3,0.247012715387 0.153635011722
0.370000,4,0.24326967064 0.102888029395
0.370000,5,0.662575271704 0.614067266073
0.370000,6,0.73960593625 0.713277903486
0.370000,7,0.751932066661 0.717535860326
0.370000,8,0.748414168094 0.708051127298
0.370000,9,0.75215295448 0.716121591931
0.370000,10,0.764007695341 0.742375207846
0.380000,2,0.179448051353 0.0970114544476
0.380000,3,0.24444187756 0.151352872868
0.380000,4,0.243261411388 0.102935477718
0.380000,5,0.662410606942 0.613831140241
0.380000,6,0.739617537174 0.713191411785
0.380000,7,0.751947668362 0.717468900186
0.380000,8,0.748396135011 0.707942521241
0.380000,9,0.752134842006 0.715992655417
0.380000,10,0.764037272317 0.742279306617
0.390000,2,0.179107399378 0.0966342579962
0.390000,3,0.241821920113 0.149037476778
0.390000,4,0.243252932122 0.102982739541
0.390000,5,0.662237370155 0.613583239567
0.390000,6,0.739628693514 0.713104432752
0.390000,7,0.75196293416 0.717401560023
0.390000,8,0.748377474099 0.707833185963
0.390000,9,0.752115939504 0.715862853687
0.390000,10,0.764066096559 0.742182627366
0.400000,2,0.178758285897 0.0962534121326
0.400000,3,0.239153647646 0.146689382672
0.400000,4,0.243244233083 0.103029813384
0.400000,5,0.662055685323 0.613323769913
0.400000,6,0.739639386085 0.713016960041
0.400000,7,0.751977854583 0.7173338384
0.400000,8,0.748358186184 0.707723148119
0.400000,9,0.752096249113 0.715732110706
0.400000,10,0.764094189603 0.74208517273
0.410000,2,0.17840073904 0.0958689347279
0.410000,3,0.236437944802 0.144309218545
0.410000,4,0.243235314337 0.103076699029
0.410000,5,0.661865632621 0.613052875846
0.410000,6,0.739649621898 0.712929002342
0.410000,7,0.751992431335 0.717265734743
0.410000,8,0.748338270174 0.70761240288
0.410000,9,0.752075765964 0.715600512945
0.410000,10,0.764121491518 0.741986953587
0.420000,2,0.178034786405 0.0954808426227
0.420000,3,0.233675444851 0.141897403334
0.420000,4,0.243226175729 0.103123397591
0.420000,5,0.661667363205 0.612770801844
0.420000,6,0.739659359039 0.712840537922
0.420000,7,0.752006634064 0.717197248653
0.420000,8,0.748317721313 0.707500950518
0.420000,9,0.752054491221 0.715468081644
0.420000,10,0.764148080298 0.741887970859
0.430000,2,0.177661675954 0.0950904135853
0.430000,3,0.230866908018 0.139454464411
0.430000,4,0.243216817076 0.103169910254
0.430000,5,0.661460908803 0.612477624937
0.430000,6,0.739668606788 0.712751576921
0.430000,7,0.752020473527 0.717128378863
0.430000,8,0.74829653383 0.707388750841
0.430000,9,0.752032423505 0.71533475145
0.430000,10,0.764173851131 0.74178822859
0.440000,2,0.17727896393 0.0946950939544
0.440000,3,0.228013295839 0.1369810986
0.440000,4,0.243207238945 0.103216233798
0.440000,5,0.661246444054 0.612173622644
0.440000,6,0.739677343255 0.712662108934
0.440000,7,0.752033925933 0.717059125694
0.440000,8,0.748274717413 0.707275906141
0.440000,9,0.75200956162 0.715200615203
0.440000,10,0.764198887973 0.741687734413
0.450000,2,0.176887923589 0.0942962040666
0.450000,3,0.225115063216 0.134477581444
0.450000,4,0.243197440708 0.103262371963
0.450000,5,0.661024322181 0.611859321682
0.450000,6,0.739685563623 0.712572134669
0.450000,7,0.752047023761 0.716989487457
0.450000,8,0.748252269692 0.70716239704
0.450000,9,0.751985904904 0.715065634913
0.450000,10,0.764223106609 0.741586489004
0.460000,2,0.176488580923 0.0938937579396
0.460000,3,0.222173134499 0.131944581675
0.460000,4,0.243187422894 0.103308321857
0.460000,5,0.660794842914 0.611535172408
0.460000,6,0.739693267781 0.712481657458
0.460000,7,0.752059734451 0.716919463552
0.460000,8,0.748229182998 0.707048194281
0.460000,9,0.751961448606 0.714929793787
0.460000,10,0.764246592593 0.741484499972
0.470000,2,0.176080961425 0.0934877689199
0.470000,3,0.219188133541 0.129382519082
0.470000,4,0.243177185457 0.103354083918
0.470000,5,0.66055838814 0.6112017383
0.470000,6,0.739700393614 0.712390641172
0.470000,7,0.752072047727 0.716849054327
0.470000,8,0.748205451624 0.706933275291
0.470000,9,0.751936196706 0.714793202291
0.470000,10,0.764269275567 0.741381765329
0.480000,2,0.175666247841 0.0930793773637
0.480000,3,0.216160824518 0.126791931676
0.480000,4,0.243166727899 0.103399660847
0.480000,5,0.660315185128 0.610859365309
0.480000,6,0.739706939247 0.712299086912
0.480000,7,0.752083956886 0.716778258458
0.480000,8,0.748181091702 0.706817752257
0.480000,9,0.751910143942 0.714655716273
0.480000,10,0.764291197673 0.741278295953
0.490000,2,0.175242110023 0.0926662903189
0.490000,3,0.213091775699 0.124173196336
0.490000,4,0.243156050949 0.103445048956
0.490000,5,0.660065995703 0.610509142015
0.490000,6,0.739712886744 0.712206986083
0.490000,7,0.752095489398 0.716707074746
0.490000,8,0.748156089631 0.706701556466
0.490000,9,0.751883294397 0.71451749919
0.490000,10,0.764312278029 0.74117408955
0.500000,2,0.174809768503 0.0922496977621
0.500000,3,0.209981576461 0.121526709248
0.500000,4,0.243145154332 0.103490249802
0.500000,5,0.659811299484 0.61015175993
0.500000,6,0.739718226762 0.712114335159
0.500000,7,0.752106602888 0.716635504293
0.500000,8,0.748130443887 0.706584685307
0.500000,9,0.751855638915 0.714378400803
0.500000,10,0.764332613762 0.741069147787
0.510000,2,0.17436924728 0.0918296111712
0.510000,3,0.206831010647 0.118853028999
0.510000,4,0.243134037803 0.103535264666
0.510000,5,0.659551592581 0.609787930361
0.510000,6,0.73972290256 0.712021099967
0.510000,7,0.752117309649 0.716563545116
0.510000,8,0.748104163171 0.706467205013
0.510000,9,0.751827187903 0.714238588102
0.510000,10,0.764352156538 0.740963476256
0.520000,2,0.173921660655 0.0914070609756
0.520000,3,0.203640592153 0.116152492134
0.520000,4,0.243122701684 0.103580092066
0.520000,5,0.659287582905 0.609418654999
0.520000,6,0.739726905569 0.711927277245
0.520000,7,0.752127622068 0.716491196345
0.520000,8,0.748077226299 0.706348995917
0.520000,9,0.751797928153 0.714097904835
0.520000,10,0.764370869333 0.740857077212
0.530000,2,0.173464806625 0.0909799688565
0.530000,3,0.200410890991 0.113425483233
0.530000,4,0.24311114613 0.103624731411
0.530000,5,0.659019852834 0.609044756932
0.530000,6,0.739730206386 0.711832849413
0.530000,7,0.752137511089 0.716418458929
0.530000,8,0.748049660129 0.706230232149
0.530000,9,0.751767869125 0.713956475145
0.530000,10,0.764388795274 0.740749952893
0.540000,2,0.172999842865 0.0905494162149
0.540000,3,0.197142448683 0.110672364837
0.540000,4,0.243099370753 0.10366918459
0.540000,5,0.658748816033 0.608666821923
0.540000,6,0.739732772678 0.711737797495
0.540000,7,0.752146962912 0.716345331951
0.540000,8,0.748021439344 0.706110772479
0.540000,9,0.751737006362 0.713814302446
0.540000,10,0.764405927359 0.740642106556
0.550000,2,0.172526792057 0.0901154131916
0.550000,3,0.193835875828 0.107893557833
0.550000,4,0.243087375507 0.103713451836
0.550000,5,0.658474939671 0.608285506811
0.550000,6,0.739734574218 0.711642103407
0.550000,7,0.752156033259 0.716271812401
0.550000,8,0.747992581527 0.70599072769
0.550000,9,0.751705334811 0.713671298931
0.550000,10,0.764422269679 0.740533540824
0.560000,2,0.17204668008 0.0896788736565
0.560000,3,0.190491268028 0.105089060534
0.560000,4,0.243075160899 0.103757531003
0.560000,5,0.658198532893 0.607901247179
0.560000,6,0.739735600232 0.711545761473
0.560000,7,0.752164643029 0.716197903601
0.560000,8,0.747963070669 0.705870022744
0.560000,9,0.751672860052 0.713527564575
0.560000,10,0.764437759415 0.740424255888
0.570000,2,0.171557476636 0.0892379510234
0.570000,3,0.18710956742 0.10225956974
0.570000,4,0.243062726662 0.103801423357
0.570000,5,0.657919849181 0.607514399772
0.570000,6,0.739735816979 0.71144875098
0.570000,7,0.752172864335 0.716123600883
0.570000,8,0.747932909706 0.705748677499
0.570000,9,0.751639575325 0.713383016303
0.570000,10,0.764452458742 0.740314255697
0.580000,2,0.171060253261 0.0887936086635
0.580000,3,0.183690467011 0.099404756231
0.580000,4,0.243050073004 0.103845128122
0.580000,5,0.657639232229 0.607125443755
0.580000,6,0.739735210064 0.711351063596
0.580000,7,0.752180623301 0.71604890831
0.580000,8,0.747902114414 0.705626777831
0.580000,9,0.751605482462 0.713237728706
0.580000,10,0.76446637764 0.74020354201
0.590000,2,0.170555031536 0.0883458557814
0.590000,3,0.180234803444 0.096525232847
0.590000,4,0.243037199602 0.103888646714
0.590000,5,0.65735670736 0.60673441824
0.590000,6,0.739733778291 0.711252699455
0.590000,7,0.75218797872 0.715973820529
0.590000,8,0.747870654909 0.705504185313
0.590000,9,0.751570588022 0.713091730546
0.590000,10,0.764479457595 0.740092114949
0.600000,2,0.170041832776 0.087894701397
0.600000,3,0.177445057474 0.0941943925038
0.600000,4,0.243024106551 0.103931978788
0.600000,5,0.657072469388 0.606341594881
0.600000,6,0.739731498124 0.71115364407
0.600000,7,0.752194884138 0.715898340318
0.600000,8,0.747838549488 0.705380998393
0.600000,9,0.751534878443 0.712944926217
0.600000,10,0.764491728681 0.739979972558
0.610000,2,0.169521539263 0.0874408991991
0.610000,3,0.177160242217 0.0939134989871
0.610000,4,0.243010794024 0.103975123738
0.610000,5,0.656786537439 0.605947003029
0.610000,6,0.739728387295 0.711053909734
0.610000,7,0.752201366858 0.715822465022
0.610000,8,0.747805787986 0.705257172359
0.610000,9,0.751498362863 0.712797392815
0.610000,10,0.764503190717 0.739867126419
0.620000,2,0.168992406272 0.0869829255978
0.620000,3,0.176929462193 0.0936782652737
0.620000,4,0.242997262049 0.104018081545
0.620000,5,0.65649916507 0.605550993053
0.620000,6,0.739724442364 0.710953495194
0.620000,7,0.752207417336 0.71574619453
0.620000,8,0.74777237849 0.705132749599
0.620000,9,0.751461033825 0.712649073611
0.620000,10,0.76451383054 0.739753572751
0.630000,2,0.16845536026 0.0865215786128
0.630000,3,0.176694593069 0.093440938165
0.630000,4,0.242983510791 0.104060851689
0.630000,5,0.656210163888 0.605153308877
0.630000,6,0.739719680566 0.710852411578
0.630000,7,0.752213023081 0.715669529052
0.630000,8,0.747738307038 0.705007679492
0.630000,9,0.751422896534 0.712500059068
0.630000,10,0.764523643201 0.739639307692
0.640000,2,0.167910421712 0.0860568666969
0.640000,3,0.176456764554 0.0932026540706
0.640000,4,0.24296953989 0.104103435602
0.640000,5,0.655919911561 0.604754469309
0.640000,6,0.739714122807 0.710750674082
0.640000,7,0.752218198467 0.715592466631
0.640000,8,0.747703579254 0.70488199743
0.640000,9,0.751383945882 0.712350284709
0.640000,10,0.764532652597 0.739524343816
0.650000,2,0.167357610933 0.0855887982057
0.650000,3,0.176215630039 0.0929630513931
0.650000,4,0.2429553494 0.10414583312
0.650000,5,0.655628144031 0.604354114625
0.650000,6,0.739707784477 0.710648293254
0.650000,7,0.75222293452 0.715515007152
0.650000,8,0.747668201149 0.704755726687
0.650000,9,0.751344179091 0.712199742093
0.650000,10,0.764540803413 0.739408670499
0.660000,2,0.166796948058 0.0851173814112
0.660000,3,0.175969571301 0.0927205325705
0.660000,4,0.242940939365 0.104188044141
0.660000,5,0.65533502567 0.603952470981
0.660000,6,0.739700690555 0.710545286252
0.660000,7,0.752227204193 0.715437151683
0.660000,8,0.747632160079 0.704628820256
0.660000,9,0.751303601916 0.712048461743
0.660000,10,0.764548147493 0.739292301173
0.670000,2,0.166228453072 0.0846426245148
0.670000,3,0.175720450291 0.0924769392001
0.670000,4,0.242926309915 0.104230068269
0.670000,5,0.655040590466 0.603549585882
0.670000,6,0.739692849668 0.710441659584
0.670000,7,0.752231007857 0.715358900863
0.670000,8,0.747595465597 0.704501327829
0.670000,9,0.751262214205 0.711896491115
0.670000,10,0.764554669387 0.73917522566
0.680000,2,0.165651555835 0.0841640498609
0.680000,3,0.170534702822 0.088230211504
0.680000,4,0.242911461238 0.104271904948
0.680000,5,0.654744823466 0.603145440021
0.680000,6,0.739684277216 0.710337424534
0.680000,7,0.752234333374 0.715280255391
0.680000,8,0.747558100751 0.704373180659
0.680000,9,0.751220003962 0.71174372874
0.680000,10,0.764560375066 0.739057450649
0.690000,2,0.165067488845 0.0836826670738
0.690000,3,0.169974881863 0.087743197026
0.690000,4,0.242896392879 0.104313555786
0.690000,5,0.654447760599 0.602740083318
0.690000,6,0.739674970146 0.710232579449
0.690000,7,0.752237175474 0.71520121413
0.690000,8,0.747520071705 0.704244412779
0.690000,9,0.751176989383 0.711590311193
0.690000,10,0.764565270366 0.738938983044
0.700000,2,0.164475647452 0.0831979668669
0.700000,3,0.169362448781 0.0872144239042
0.700000,4,0.242881105409 0.104355018944
0.700000,5,0.654149410606 0.602333528548
0.700000,6,0.739664937763 0.710127131689
0.700000,7,0.752239520412 0.715121778826
0.700000,8,0.747481380978 0.704115040932
0.700000,9,0.751133147728 0.711436086054
0.700000,10,0.764569297404 0.738819811919
0.710000,2,0.163875597683 0.0827095908253
0.710000,3,0.16684555952 0.0851451620898
0.710000,4,0.242865598372 0.104396295992
0.710000,5,0.653849779477 0.60192578469
0.710000,6,0.739654187273 0.710021087001
0.710000,7,0.752241364433 0.71504194967
0.710000,8,0.747442019385 0.703985028244
0.710000,9,0.751088489315 0.711281133644
0.710000,10,0.764572533192 0.738699943298
0.720000,2,0.163268292083 0.0822183031491
0.720000,3,0.16364284869 0.0825244170531
0.720000,4,0.242849871868 0.10443738665
0.720000,5,0.653548946624 0.601516960118
0.720000,6,0.739642710888 0.709914441297
0.720000,7,0.752242697291 0.714961728365
0.720000,8,0.74740199925 0.703854435325
0.720000,9,0.751043023459 0.711125516855
0.720000,10,0.764574931072 0.738579379739
0.730000,2,0.162652901054 0.0817234269363
0.730000,3,0.160885342951 0.0802733100226
0.730000,4,0.242833925989 0.104478290677
0.730000,5,0.653246991396 0.601107162626
0.730000,6,0.739630509838 0.709807196473
