alpha,poly,rscore
0.730000,7,0.752243506831 0.71488111501
0.730000,8,0.74736129755 0.703723179666
0.730000,9,0.750996733731 0.710969138951
0.730000,10,0.764576497955 0.738458128313
0.740000,2,0.162029884914 0.0812253254987
0.740000,3,0.159048675426 0.0787727748981
0.740000,4,0.242817760852 0.10451900778
0.740000,5,0.652943863882 0.600696324851
0.740000,6,0.739617580799 0.709699351471
0.740000,7,0.752243791286 0.714800110557
0.740000,8,0.747319926441 0.70359130709
0.740000,9,0.750949618276 0.710811978523
0.740000,10,0.76457719486 0.738336177459
0.750000,2,0.161399002879 0.08072380045
0.750000,3,0.159047493143 0.0787705406387
0.750000,4,0.242801376564 0.104559537716
0.750000,5,0.652639641521 0.600284551633
0.750000,6,0.739603922857 0.709590907175
0.750000,7,0.752243540687 0.714718716446
0.750000,8,0.747277884362 0.703458826023
0.750000,9,0.750901694208 0.710654162194
0.750000,10,0.764577121561 0.738213531608
0.760000,2,0.160760602167 0.0802191197978
0.760000,3,0.159046300268 0.0787683070053
0.760000,4,0.242784772619 0.104599882046
0.760000,5,0.65233433134 0.599871852404
0.760000,6,0.739589516234 0.709481851091
0.760000,7,0.752242725982 0.714636937625
0.760000,8,0.747235160692 0.703325692202
0.760000,9,0.750852946732 0.710495619778
0.760000,10,0.76457619432 0.738090194955
0.770000,2,0.160114401005 0.0797110545933
0.770000,3,0.159045095316 0.0787660709259
0.770000,4,0.242767949259 0.104640040083
0.770000,5,0.652027983478 0.599458294624
0.770000,6,0.73957435815 0.709372182887
0.770000,7,0.752241328842 0.714554775909
0.770000,8,0.747191764947 0.703191956665
0.770000,9,0.750803375929 0.710336327877
0.770000,10,0.764574409747 0.737966167841
0.780000,2,0.15946089747 0.0791999869699
0.780000,3,0.15904384978 0.0787637788684
0.780000,4,0.242750906913 0.104680010659
0.780000,5,0.651720639683 0.599043934172
0.780000,6,0.739558234306 0.709261760545
0.780000,7,0.752239352625 0.714472232406
0.780000,8,0.747147676658 0.703057539535
0.780000,9,0.750752985077 0.710176325623
0.780000,10,0.764571845164 0.737841453757
0.790000,2,0.158800193758 0.0786859853061
0.790000,3,0.159042605692 0.0787615100366
0.790000,4,0.242733645287 0.104719794687
0.790000,5,0.651413283834 0.598630092911
0.790000,6,0.739541316161 0.709150699233
0.790000,7,0.752236796177 0.714389308143
0.790000,8,0.747102903651 0.702922485623
0.790000,9,0.750701773124 0.71001561142
0.790000,10,0.764568376077 0.737716040326
0.800000,2,0.158732508679 0.078631789893
0.800000,3,0.159041340362 0.0787592218536
0.800000,4,0.242716164419 0.104759392118
0.800000,5,0.651105175012 0.598215771409
0.800000,6,0.739523678422 0.709039050103
0.800000,7,0.75223365651 0.714306004468
0.800000,8,0.747057451125 0.702786810909
0.800000,9,0.750649721681 0.709854109653
0.800000,10,0.764564080436 0.737589916835
0.810000,2,0.158732467713 0.0786298784837
0.810000,3,0.159040042433 0.0787568938546
0.810000,4,0.242698464371 0.104798802839
0.810000,5,0.650795948163 0.597800478612
0.810000,6,0.739505317983 0.708926812318
0.810000,7,0.752229928117 0.714222323964
0.810000,8,0.747011336809 0.702650591578
0.810000,9,0.750596853052 0.709691913436
0.810000,10,0.76455890237 0.737463111258
0.820000,2,0.158732426238 0.0786279665991
0.820000,3,0.159038716288 0.0787545347351
0.820000,4,0.242680544513 0.104838028583
0.820000,5,0.650485589218 0.597384195776
0.820000,6,0.739486238426 0.708813989713
0.820000,7,0.752225279937 0.714138319669
0.820000,8,0.746964553012 0.702513798471
0.820000,9,0.75054316763 0.709529040245
0.820000,10,0.764552932168 0.737335605214
0.830000,2,0.158732384254 0.0786260542393
0.830000,3,0.159037453036 0.078752308482
0.830000,4,0.242662406209 0.104877065777
0.830000,5,0.650174102885 0.596966929361
0.830000,6,0.739466424526 0.708700572488
0.830000,7,0.752219797038 0.714053983669
0.830000,8,0.746917107826 0.702376458082
0.830000,9,0.750488634957 0.709365359996
0.830000,10,0.764546093486 0.737207413351
0.840000,2,0.158732341762 0.0786241414044
0.840000,3,0.159036109983 0.0787499576918
0.840000,4,0.24264404817 0.104915917867
0.840000,5,0.649861493399 0.59654868517
0.840000,6,0.7394458805 0.708586564628
0.840000,7,0.752213818899 0.713969262475
0.840000,8,0.746869000322 0.702238577608
0.840000,9,0.750433284308 0.709200993972
0.840000,10,0.764538426287 0.737078531356
0.850000,2,0.15873229876 0.0786222280942
0.850000,3,0.159034759371 0.0787476126809
0.850000,4,0.242625471106 0.104954583057
0.850000,5,0.649547764626 0.596129468486
0.850000,6,0.739424604587 0.708471965679
0.850000,7,0.752207344763 0.713884156056
0.850000,8,0.746820237237 0.70210017708
0.850000,9,0.750377105662 0.709035927564
0.850000,10,0.764529893615 0.736948965367
0.860000,2,0.158732255249 0.0786203143088
0.860000,3,0.159033412504 0.0787452928991
0.860000,4,0.242606674332 0.104993063108
0.860000,5,0.649232920049 0.595709284056
0.860000,6,0.739402595354 0.708356775289
0.860000,7,0.752200373907 0.713798664382
0.860000,8,0.746770819278 0.701961255546
0.860000,9,0.750320101042 0.7088701777
0.860000,10,0.764520535595 0.73681871076
0.870000,2,0.15873221123 0.0786184000482
0.870000,3,0.159032019693 0.0787429111453
0.870000,4,0.242587658611 0.10503135615
0.870000,5,0.648916962826 0.595288136176
0.870000,6,0.739379851656 0.708240993193
0.870000,7,0.75219291015 0.713712787418
0.870000,8,0.746720754724 0.701821849137
0.870000,9,0.750262259232 0.708703690613
0.870000,10,0.76451034156 0.736687770596
0.880000,2,0.158732166701 0.0786164853123
0.880000,3,0.159030583856 0.0787404736567
0.880000,4,0.242568423983 0.105069462162
0.880000,5,0.648599873887 0.594865999526
0.880000,6,0.739356372594 0.708124619198
0.880000,7,0.752184943859 0.71362652511
0.880000,8,0.746670047441 0.701681965917
0.880000,9,0.750203591136 0.708536499607
0.880000,10,0.764499303864 0.736556145262
0.890000,2,0.158732121664 0.0786145701013
0.890000,3,0.159029177224 0.0787381051799
0.890000,4,0.242548970498 0.105107381102
0.890000,5,0.648281699566 0.594442935882
0.890000,6,0.739332157467 0.708007653176
0.890000,7,0.7521764789 0.713539877432
0.890000,8,0.746618714606 0.701541656006
0.890000,9,0.75014409611 0.708368619602
0.890000,10,0.764487422024 0.73642383436
0.900000,2,0.158732076118 0.078612654415
0.900000,3,0.159027737932 0.0787356987974
0.900000,4,0.242529297434 0.105145114727
0.900000,5,0.647962420616 0.59401891963
0.900000,6,0.739307205746 0.70789009505
0.900000,7,0.752167514698 0.713452844335
0.900000,8,0.746566766898 0.701400958846
0.900000,9,0.750083757531 0.708199963721
0.900000,10,0.764474701106 0.736290840055
0.910000,2,0.158732030063 0.0786107382536
0.910000,3,0.159026336152 0.0787333735789
0.910000,4,0.242509405581 0.105182661223
0.910000,5,0.647642039315 0.593593953828
0.910000,6,0.739281524079 0.707771949864
0.910000,7,0.752158050722 0.713365425761
0.910000,8,0.746514214229 0.701259899337
0.910000,9,0.750022582216 0.708030588349
0.910000,10,0.764461112633 0.736157163811
0.920000,2,0.158731983499 0.0786088216169
0.920000,3,0.159024841781 0.0787309095278
0.920000,4,0.242489294218 0.105220022298
0.920000,5,0.647320557739 0.593168041254
0.920000,6,0.739255098145 0.707653207509
0.920000,7,0.752148086493 0.713277621639
0.920000,8,0.746461108528 0.701118644051
0.920000,9,0.749960570296 0.707860486347
0.920000,10,0.76444672194 0.736022799819
0.930000,2,0.158731936426 0.078606904505
0.930000,3,0.15902339177 0.0787285373139
0.930000,4,0.242468963358 0.105257197929
0.930000,5,0.646997977886 0.592741184577
0.930000,6,0.739227934713 0.707533873035
0.930000,7,0.752137621592 0.713189431875
0.930000,8,0.746407098764 0.70097645615
0.930000,9,0.74989774272 0.707689743876
0.930000,10,0.764431463756 0.735887755373
0.940000,2,0.158731888844 0.0786049869179
0.940000,3,0.159021918924 0.078726143769
0.940000,4,0.242448413856 0.105294186244
0.940000,5,0.646674301625 0.592313386275
0.940000,6,0.739200033638 0.707413946486
0.940000,7,0.752126660369 0.713100856235
0.940000,8,0.746352160995 0.700834033243
0.940000,9,0.749834094877 0.707518342534
0.940000,10,0.764415367424 0.735752027397
0.950000,2,0.158731840754 0.0786030688556
0.950000,3,0.15902042513 0.0787237322385
0.950000,4,0.24242764579 0.105330987164
0.950000,5,0.646349530762 0.59188464874
0.950000,6,0.739171394827 0.707293427921
0.950000,7,0.752115193276 0.713011894733
0.950000,8,0.746297018736 0.70069217578
0.950000,9,0.749769629316 0.707346282207
0.950000,10,0.764398424191 0.735615615524
0.960000,2,0.158731792154 0.0786011503181
0.960000,3,0.159018837358 0.0787211837951
0.960000,4,0.242406658377 0.105367602443
0.960000,5,0.646023667079 0.591454974319
0.960000,6,0.739142018221 0.707172317413
0.960000,7,0.752103229502 0.71292254483
0.960000,8,0.74624141636 0.700550161766
0.960000,9,0.749704347358 0.707173588324
0.960000,10,0.764380639631 0.735478519958
0.970000,2,0.158731743046 0.0785992313054
0.970000,3,0.1590173012 0.078718736843
0.970000,4,0.24238545169 0.105404031946
0.970000,5,0.64569671232 0.5910243653
0.970000,6,0.73911190379 0.707050615044
0.970000,7,0.752090773452 0.712832803967
0.970000,8,0.746185296941 0.700407870019
0.970000,9,0.749638251426 0.707000259179
0.970000,10,0.764362016522 0.735340740969
0.980000,2,0.158731693429 0.0785973118174
0.980000,3,0.159015748514 0.0787162795221
0.980000,4,0.24236402576 0.105440275624
0.980000,5,0.645368643106 0.590592790843
0.980000,6,0.739081051521 0.706928320901
0.980000,7,0.752077819748 0.71274267427
0.980000,8,0.746128626219 0.700265238791
0.980000,9,0.749571344927 0.706826306312
0.980000,10,0.764342550716 0.735202279586
0.990000,2,0.158731643302 0.0785953918543
0.990000,3,0.159014173354 0.0787138023484
0.990000,4,0.242342380627 0.105476333423
0.990000,5,0.645039511393 0.590160319447
0.990000,6,0.73904946142 0.706805435077
0.990000,7,0.752064369646 0.712652154693
0.990000,8,0.746071378017 0.700122212532
0.990000,9,0.749503629518 0.706651734616
0.990000,10,0.764322241897 0.735063136119
1.000000,2,0.158731592667 0.0785934714159
1.000000,3,0.159012583603 0.0787113180437
1.000000,4,0.242320517227 0.105512203487
1.000000,5,0.644709294328 0.589726920912
1.000000,6,0.739017133508 0.706681957673
1.000000,7,0.752050408112 0.712561252502
1.000000,8,0.74601353505 0.699978756167
1.000000,9,0.749435107719 0.70647655163
1.000000,10,0.764301106386 0.734923307851
